id_station,source,replicate_id,sample_area,original_id_taxon,abbreviated_revised_name,development_stage,state_of_specimen,abundance,body_mass
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_098,Samamm,subadult,full,1,0.037
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_098,Samamm,subadult,full,1,0.042
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.197
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_104,Aprose,adult,full,1,0.077
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_104,Aprose,adult,piece,1,0.145
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_160,Und,juvenile,full,19,3.826
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_160,Und,juvenile,piece,1,0.566
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_1,0.0625,t_160,Und,undetermined,piece,5,0.966
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.196
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.169
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.197
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.165
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.199
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.119
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.179
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.16
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.153
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_041,Alicte,adult,full,1,0.844
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_041,Alicte,adult,full,1,0.699
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_060,Apgiar,adult,full,1,2.595
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_060,Apgiar,subadult,full,1,2.623
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_062,Aplong,adult,full,1,2.053
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_062,Aplong,adult,piece,1,0.961
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_062,Aplong,subadult,full,1,2.166
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_098,Samamm,subadult,full,1,0.058
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_098,Samamm,subadult,full,1,0.064
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_160,Und,juvenile,full,8,1.689
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_160,Und,juvenile,piece,3,0.708
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_2,0.0625,t_160,Und,undetermined,piece,2,0.759
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_041,Alicte,adult,full,1,0.68
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_041,Alicte,adult,full,1,0.667
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_041,Alicte,adult,full,1,0.64
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_041,Alicte,adult,piece,1,0.276
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_060,Apgiar,adult,full,1,3.429
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_060,Apgiar,subadult,full,1,3.564
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_082,Lucast,adult,full,1,0.143
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_082,Lucast,adult,full,1,0.116
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_098,Samamm,adult,full,1,0.074
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_098,Samamm,subadult,full,1,0.034
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_104,Aprose,adult,full,1,0.178
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_160,Und,juvenile,full,10,2.984
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_160,Und,juvenile,piece,1,1.283
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_3,0.0625,t_160,Und,undetermined,piece,5,3.254
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_035,Alchlochlo,adult,full,1,0.201
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_035,Alchlochlo,adult,full,1,0.16
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_035,Alchlochlo,adult,full,1,0.142
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_035,Alchlochlo,adult,full,1,0.19
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_060,Apgiar,adult,full,1,2.996
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_067,Apcalicali,adult,full,1,0.406
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_098,Samamm,subadult,full,1,0.044
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_160,Und,juvenile,full,12,4.887
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_4,0.0625,t_160,Und,undetermined,piece,3,0.213
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_041,Alicte,adult,full,1,0.75
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_067,Apcalicali,adult,full,1,0.39
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_067,Apcalicali,adult,full,1,0.423
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_067,Apcalicali,subadult,full,1,0.367
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_082,Lucast,subadult,full,1,0.103
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_098,Samamm,subadult,full,1,0.052
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_098,Samamm,subadult,piece,1,0.033
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.121
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_104,Aprose,adult,full,1,0.215
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_160,Und,juvenile,full,17,4.87
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_5,0.0625,t_160,Und,undetermined,piece,4,1.408
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_035,Alchlochlo,adult,full,1,0.14
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_041,Alicte,adult,full,1,0.9
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_082,Lucast,adult,full,1,0.09
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_098,Samamm,subadult,full,1,0.068
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_098,Samamm,subadult,full,1,0.052
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_098,Samamm,subadult,full,1,0.044
ECORDRE_0009,Vers2022,ECORDRE_0009_Vers2022_6,0.0625,t_160,Und,juvenile,full,11,2.489
ECORDRE_0010,Bouche1972,ECORDRE_0010_Bouche1972_Q,NA,t_197,Scsana,adult,NA,2,NA
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_035,Alchlochlo,adult,full,1,0.649
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_160,Und,juvenile,full,13,34.004
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_160,Und,undetermined,piece,9,17.154
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,full,1,11.331
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,full,1,9.668
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,full,1,8.188
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,full,1,9.787
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,piece,1,3.345
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,piece,1,6.255
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,adult,piece,1,4.551
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,juvenile,full,1,7.231
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,juvenile,full,1,2.497
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,juvenile,full,1,1.925
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,9.614
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,5.974
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,8.047
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,8.489
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,5.904
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,6.22
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,3.637
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,7.412
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,6.421
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,6.08
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,full,1,6.694
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,piece,1,3.989
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,piece,1,5.556
ECORDRE_0010,Vers2022,ECORDRE_0010_Vers2022_Q,NA,t_197,Scsana,subadult,piece,1,6.87
ECORDRE_0011,Bouche1972,ECORDRE_0011_Bouche1972_Q,NA,t_001,Hagord,adult,NA,6,NA
ECORDRE_0011,Bouche1972,ECORDRE_0011_Bouche1972_Q,NA,t_001,Hagord,juvenile,NA,5,NA
ECORDRE_0013,Bouche1972,ECORDRE_0013_Bouche1972_Q,NA,t_102,Birubi,adult,NA,1,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_002,Miphos,adult,NA,5,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_002,Miphos,juvenile,NA,1,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_003,Midubi,adult,NA,3,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_003,Midubi,juvenile,NA,1,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_034,Alchlochlo,adult,NA,2,NA
ECORDRE_0017,Bouche1972,ECORDRE_0017_Bouche1972_Q,NA,t_197,Scsana,adult,NA,3,NA
ECORDRE_0018,Bouche1972,ECORDRE_0018_Bouche1972_Q,NA,t_197,Scsana,adult,NA,2,NA
ECORDRE_0019,Bouche1972,ECORDRE_0019_Bouche1972_Q,NA,t_033,Alchlochlo,adult,NA,2,NA
ECORDRE_0019,Bouche1972,ECORDRE_0019_Bouche1972_Q,NA,t_102,Birubi,adult,NA,1,NA
ECORDRE_0019,Bouche1972,ECORDRE_0019_Bouche1972_Q,NA,t_309,Apcalicali,adult,NA,1,NA
ECORDRE_0020,Bouche1972,ECORDRE_0020_Bouche1972_Q,NA,t_091,Bieise,adult,NA,10,NA
ECORDRE_0020,Bouche1972,ECORDRE_0020_Bouche1972_Q,NA,t_101,Birubi,adult,NA,1,NA
ECORDRE_0023,Bouche1972,ECORDRE_0023_Bouche1972_Q,NA,t_033,Alchlochlo,adult,NA,2,NA
ECORDRE_0023,Bouche1972,ECORDRE_0023_Bouche1972_Q,NA,t_033,Alchlochlo,juvenile,NA,1,NA
ECORDRE_0023,Bouche1972,ECORDRE_0023_Bouche1972_Q,NA,t_062,Aplong,adult,NA,6,NA
ECORDRE_0023,Bouche1972,ECORDRE_0023_Bouche1972_Q,NA,t_062,Aplong,juvenile,NA,9,NA
ECORDRE_0023,Bouche1972,ECORDRE_0023_Bouche1972_Q,NA,t_082,Lucast,adult,NA,2,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_068,Apcalicali,adult,NA,1,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_077,Luterr,adult,NA,2,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_077,Luterr,juvenile,NA,1,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_082,Lucast,adult,NA,2,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_092,Deocta,adult,NA,1,NA
ECORDRE_0025,Bouche1972,ECORDRE_0025_Bouche1972_Q,NA,t_102,Birubi,adult,NA,6,NA
ECORDRE_0025,Vers2022,ECORDRE_0025_Vers2022_5,0.0625,t_160,Und,juvenile,full,1,0.073
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_032,Occyan,adult,NA,1,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_034,Alchlochlo,adult,NA,3,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_056,Scminomino,adult,NA,3,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_056,Scminomino,juvenile,NA,2,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_058,Scchic,adult,NA,10,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_058,Scchic,juvenile,NA,3,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,2,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_079,Lubouc,adult,NA,1,NA
ECORDRE_0033,Bouche1972,ECORDRE_0033_Bouche1972_Q,NA,t_331,Aprose,adult,NA,2,NA
ECORDRE_0040,Bouche1972,ECORDRE_0040_Bouche1972_Q,NA,t_055,Scsavi,adult,NA,2,NA
ECORDRE_0041,Bouche1972,ECORDRE_0041_Bouche1972_Q,NA,t_055,Scsavi,adult,NA,7,NA
ECORDRE_0041,Bouche1972,ECORDRE_0041_Bouche1972_Q,NA,t_055,Scsavi,juvenile,NA,5,NA
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_1,0.0625,t_035,Alchlochlo,adult,full,1,0.111
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_1,0.0625,t_145,Aptrap,adult,full,1,0.399
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_1,0.0625,t_160,Und,juvenile,full,8,5.565
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_1,0.0625,t_160,Und,undetermined,piece,12,2.572
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_011,Eitetr,adult,full,1,0.028
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.117
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.109
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_035,Alchlochlo,adult,full,1,0.104
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_067,Apcalicali,subadult,full,1,0.15
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_120,Mumuld,adult,full,1,0.035
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_120,Mumuld,adult,full,1,0.027
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_2,0.0625,t_160,Und,juvenile,full,20,2.141
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_3,0.0625,t_011,Eitetr,adult,full,1,0.026
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_3,0.0625,t_107,Kogeor,adult,full,1,0.076
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_3,0.0625,t_160,Und,undetermined,piece,3,0.356
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.15
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.139
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_4,0.0625,t_104,Aprose,adult,full,1,0.063
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_4,0.0625,t_160,Und,juvenile,full,6,0.349
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_4,0.0625,t_160,Und,undetermined,piece,4,0.578
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_5,0.0625,t_145,Aptrap,adult,full,1,0.412
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_5,0.0625,t_145,Aptrap,adult,piece,1,0.424
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_5,0.0625,t_160,Und,juvenile,full,1,0.208
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_5,0.0625,t_160,Und,undetermined,piece,3,0.831
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_030,Oclact,adult,full,1,0.177
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_035,Alchlochlo,adult,full,1,0.127
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_067,Apcalicali,adult,full,1,0.258
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_104,Aprose,adult,full,1,0.153
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_160,Und,juvenile,full,14,1.874
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_6,0.0625,t_160,Und,undetermined,piece,32,3.88
ECORDRE_0041,Vers2022,ECORDRE_0041_Vers2022_Q,NA,t_145,Aptrap,adult,full,1,0.715
ECORDRE_0042,Bouche1972,ECORDRE_0042_Bouche1972_Q,NA,t_055,Scsavi,adult,NA,1,NA
ECORDRE_0042,Bouche1972,ECORDRE_0042_Bouche1972_Q,NA,t_067,Apcalicali,adult,NA,1,NA
ECORDRE_0042,Bouche1972,ECORDRE_0042_Bouche1972_Q,NA,t_079,Lubouc,adult,NA,1,NA
ECORDRE_0042,Vers2022,ECORDRE_0042_Vers2022_1,0.0625,t_011,Eitetr,adult,full,1,0.035
ECORDRE_0042,Vers2022,ECORDRE_0042_Vers2022_1,0.0625,t_030,Oclact,subadult,full,1,0.16
